code_maison;cct;third_party_num;sage_vat_by_default;center_purchase;sign_board;integrable;chargeable;credit_account;debit_account;opening_date;immeuble;adresse;code_postal;ville;email;PAYSX3;Intitulé Compta;IntituleCourt;Type Affaire
;INNO001;AUDI020;001;ACF;GAF;1;1;411800;418800;2020-03-09;;32 RUE DE METZ;31000;TOULOUSE;"secretariat-rg@audial31.fr; m.gardelle-riou@innovason.eu; jmaufrere@audial31.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;AUDIAL;AUDIAL;Franchise
;INNO002;AUDI020;001;ACF;GAF;1;1;411800;418800;2020-03-09;;29 ALLÉE DU ROUERGUE;31170;COLOMIERS;"espaceacoustique31@orange.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;ESPACE ACOUTISQUE;ESPACE ACOUTI;Franchise
;INNO003;AUDI021;001;ACF;GAF;1;1;411800;418800;2020-03-09;;61 ALLÉE CHARLES DE FITTE;31300;TOULOUSE;"hakremi@conseilsassocies.net; secretariat-rg@audial31.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;AUDIAL RIVE GAUCHE;AUDIAL RIVE;Franchise
;INNO004;AUDI022;001;ACF;GAF;1;1;411800;418800;2020-03-09;;4 ROUTE DE FRONTON;31140;AUCAMVILLE;"lfraysse@audition-occitane.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;AUDITION OCCITANE - AUCAMVILLE;AUDITION;Franchise
;INNO005;AUDI022;001;ACF;GAF;1;1;411800;418800;2020-03-09;;71 AV DES MINIMES;31200;TOULOUSE;"lfraysse@audition-occitane.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;AUDITION OCCITANE MINIMES;AUDITION;Franchise
;INNO006;AUDI022;001;ACF;GAF;1;1;411800;418800;2020-03-09;;25 RTE DE PECHBONNIEU;31780;CASTELGINEST;"lfraysse@audition-occitane.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;AUDITION OCCITANE CASTELGINEST;AUDITION;Franchise
;INNO007;AUDI023;001;ACF;GAF;1;1;411800;418800;2020-03-09;;67 AVENUE DE L'URSS;31400;TOULOUSE;"acoustique.saint-agne@orange.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;ACOUSTIQUE SAINT AGNE;ACOUSTIQUE SA;Franchise
;INNO008;AUDI024;001;ACF;GAF;1;1;411800;418800;2020-03-09;;37 RUE GAMBETTA;31330;GRENADE SUR GARONNE;"christine.b1@orange.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net; audiservicesgrenade@orange.fr";FR;CENTRE AUDITIF  - GRENADE SUR GARONNE;AUDITION;Franchise
;INNO009;AUDI024;001;ACF;GAF;1;1;411800;418800;2020-03-09;;10 PLACE CHARLES OURGAUT;31340;VILLEMUR SUR TARN;"centreauditif31340@gmail.com; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net; audiservicesgrenade@orange.fr";FR;CENTRE AUDITIF - VILLEMUR SUR TARN;CENTRE AU;Franchise
;INNO010;AUDI024;001;ACF;GAF;1;1;411800;418800;2020-03-09;;18 RUE DE LA RÉPUBLIQUE;31620;FRONTON;"centreauditif31620@gmail.com; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net; audiservicesgrenade@orange.fr";FR;CENTRE AUDITIF - FRONTON;CENTRE AU;Franchise
;INNO011;AUDI024;001;ACF;GAF;1;1;411800;418800;2020-03-09;;22 CHEMIN DE LA CROISETTE;31860;PINS JUSTARET;"christine.b1@orange.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net; audiservicesgrenade@orange.fr";FR;CENTRE AUDITIF - PINS JUSTARET;CENTRE AU;Franchise
;INNO012;AUDI025;001;ACF;GAF;1;1;411800;418800;2020-03-09;;6 RUE LAVIGNE;31700;BLAGNAC;"secretariat@lapucealoreille31.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;LA PUCE A L OREILLE;LA PUCE;Franchise
;INNO013;AUDI025;001;ACF;GAF;1;1;411800;418800;2020-03-09;;53 RUE DU FAUBOURG BONNEFOY;31500;TOULOUSE;"m.gardelle-riou@innovason.eu; secretariat@lapucealoreille31.fr; dlavergne@conseilsassocies.net; audiceo@centre-auditif.fr";FR;AUDICEO TOULOUSE;AUDICEO TOULO;Franchise
;INNO014;AUDI026;001;ACF;GAF;1;1;411800;418800;2020-03-09;;11 PLACE NATIONALE;31470;SAINT LYS;"centre-auditif@orange.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net; audiservicesgrenade@orange.fr";FR;CENTRE AUDITIF ST LYS;CENTRE AUD;Franchise
;INNO015;AUDI026;001;ACF;GAF;1;1;411800;418800;2020-03-09;;ZAC DE LENGEL, 10 ALLÉE DES CORDELIERS;31490;LEGUEVIN;"centre.auditif.leguevin@orange.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net; audiservicesgrenade@orange.fr";FR;CENTRE AUDITIF LEGUEVIN;CENTRE AUD;Franchise
;INNO016;AUDI027;001;ACF;GAF;1;1;411800;418800;2020-03-09;;67 RUE GASTON DOUMERGUE;31170;TOURNEFEUILLE;"tournefeuille-audition@wanadoo.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;TOUNEFEUILLE AUDITION;TOUNEFE;Franchise
;INNO017;AUDI028;001;ACF;GAF;1;1;411800;418800;2020-03-09;;8 RUE OTHON PECONNET;87000;LIMOGES;"87audition@gmail.com; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;87 AUDITION;87 AUD;Franchise
;INNO018;SERE001;001;ACF;GAF;1;1;411800;418800;2020-07-08;;32 RUE DE METZ;31300;TOULOUSE;"asaurin@audial31.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net; secretariat-rg@audial31.fr";FR;SERENAUDIO;SERENAUDIO;Franchise
;INNO019;AUDI000;001;ACF;GAF;1;1;411800;418800;2020-10-16;;32 RUE DE METZ;31000;TOULOUSE;"secretariat-rg@audial31.fr; jmaufrere@audial31.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;INNOVASON METZ TOULOUSE;INNOVASON MET;Franchise
;INNO020;AUDI022;001;ACF;GAF;1;1;411800;418800;2020-11-05;;48 AVENUE MAURICE BOURGES-MAUNOURY;31200;TOULOUSE;"lfraysse@audition-occitane.fr; lfraysse@audition-occitane.fr; m.gardelle-riou@innovason.eu; dlavergne@conseilsassocies.net";FR;GA BORDEROUGE;GA BORDEROUGE;Franchise
;INNO021;SIGA001;001;ACF;GAF;1;1;411800;418800;2022-07-01;;1 RUE DE L AUTAN;31670;LABEGE;lfraysse@audition-occitane.fr;FR;GRANDAUDITION LABEGE;GRANDAUDITION;Franchise
LABO001;LAB0001;GAUDF;001;ACF;GAF;1;1;411800;418800;2020-07-06;;55 AVE VICTOR HUGO;75116;PARIS 16;"comptabilite@acuitis.com; jean-baptiste.alves@grandaudition.com; tamari.sot@grandaudition.com; aymeric.nigoul@grandaudition.com";FR;LABO PRO AUDITION;LABO PRO AUDI;Franchise
MAA001;MAA001;SDOAF;001;ACF;MAA;1;1;411800;418800;2020-09-24;;36 BOULEVARD DE CHARONNE ;75020;PARIS;"comptabilite@acuitis.com; Paris20@mdlaa.com";FR;MAA PARIS 20 transféré en MF0001;MAA PARIS 20 ;Succursale
MAA002;MAA002;SDOAF;001;ACF;MAA;1;1;411800;418800;2020-09-24;;156 AVENUE DE VERSAILLES ;75116;PARIS;"comptabilite@acuitis.com; Paris16@mdlaa.com";FR;MAA PARIS 16 transféré en MF0002;MAA PARIS 16 ;Succursale
MAA003;MAA003;SDOAF;001;ACF;MAA;1;1;411800;418800;2020-09-24;;31 COUR LAFAYETTE ;69006;LYON;"comptabilite@acuitis.com; Lyon06@mdlaa.com";FR;MAA LYON 69;MAA LYON 69;Succursale
MAA004;MAA004;SDOAF;001;ACF;MAA;1;1;411800;418800;2020-10-16;;55 AVENUE VICTOR HUGO;75116;PARIS;"comptabilite@acuitis.com; marseille06@maa.team; MAA.Marseille06@mdlaa.com";FR;SDOA MARSEILLE transféré MF0003;SDOA MARSEILL;Succursale
MAA005;MAA005;AGCA001;010;ACF;MAA;1;1;411800;418800;2020-10-16;;125 BD ANSPACH;1000;BRUSSELS;comptabilite.agcaudio@gmail.com;BE;AGC AUDIO ANSPACH;ANSPACH;Franchise
;MAA006;AGCA001;010;ACF;MAA;1;1;411800;418800;2020-10-16;;335 AVENUE LOUISE;1050;IXELLES;comptabilite.agcaudio@gmail.com;BE;AGC AUDIO LOUISE;LOUISE;Franchise
;MAA007;AGCA001;010;ACF;MAA;1;1;411800;418800;2020-10-16;;CENTRE MÉDICAL AMERCOEUR,55, RUE D'AMERCOEUR;4020;LIEGES;comptabilite.agcaudio@gmail.com;BE;AGC AUDIO LIEGE;LIEGE;Franchise
;MAA008;AGCA001;010;ACF;MAA;1;1;411800;418800;2020-10-16;;"DANS LES LOCAUX DE LA POLYCLINIQUE NEUTRE
4ÈME ÉTAGE,
19/21 AVENUE DE WATERLOO";6000;CHARLEROI;comptabilite.agcaudio@gmail.com;BE;AGC AUDIO CHARLEROI;CHARLEROI;Franchise
;MBPROD;MBPR001;001;ACF;ACF;1;1;411000;418000;2021-07-22;;23 BLD DE CHANTENAY;44000;NANTES;"comptabilite@acuitis.com; nathalie-laure.advielle@acuitis.com; gestion@mbproduction.eu; pmaiche@mbproduction.eu; p.roy@mbproduction.eu";FR;MB PRODUCTION;MB PRODUCTION;Franchise
;MF0001;EAJA001;001;ACF;MAA;1;1;411000;418000;2021-10-01;;36 BLD DE CAHRONNE;75020;PARIS;"comptabilite@acuitis.com; jeremy.jorno@gmail.com";FR;MAA NATION;MAA NATION;Franchise
;MF0002;EAJA001;001;ACF;MAA;1;1;411000;418000;2021-10-01;;156 AVE DE VERSAILLES;75116;PARIS;"comptabilite@acuitis.com; jeremy.jorno@gmail.com";FR;MAA PARIS VERSAILLES;MAA PARIS VER;Franchise
;MF0003;AUDP001;001;ACF;MAA;1;1;411000;418000;2022-01-01;86 RUE DE ROME;1 RUE MONTGRAND;13006;MARSEILLE;"lyor.sayada@grandaudition.com; thomas.pencroffi@grandaudition.com";FR;MAA MARSEILLE;MAA MARSEILLE;Franchise
;MONT001;MONT001;001;ACF;ACF;1;1;411000;418000;2015-09-17;PHARMACIE OPTIQUE HIBERT;MES JARDINS VALSIGUIER;11170;MONTOLIEU;"frederic.hibert@acuitis.com; comptabilite@acuitis.com; optichibert@gmail.com";FR;MONTOLIEU;MONTOLIEU;Franchise
;NATIO;NATI001;001;ACF;ACF;1;1;411000;418000;2018-12-14;SERVICE DU PAY OUT MOBILIER;12 RUE DU PORT;92000;NANTERRE;"comptabilite@acuitis.com; michel.lecue@acuitis.com";FR;NATIOCREDIMURS;NATIOCREDIMUR;Franchise
;NETC001;NETC001;010;ACF;ACF;1;1;411000;418000;2018-07-11;;VIA GIUSEPPE RIAMONTI NR44;20141;MILANO;"nathalie-laure.advielle@acuitis.com; comptabilite@acuitis.com; giada.tempestini@netcityitalia.com";IT;VISION GROUP SPA;VISION GROUP ;Franchise
;NETC002;NETC001;010;ACF;ACF;1;1;411000;418000;2018-07-11;;VIA RIMINI 49;59100;PRATO;"nathalie-laure.advielle@acuitis.com; comptabilite@acuitis.com; giada.tempestini@netcityitalia.com";IT;NETCITY SRL;NETCITY;Franchise
;SAMU;SAMU001;031;ACF;ACF;1;1;411000;418000;2018-12-03;;DIZENGOF 17;64282;TEL AVIV;"nathalie-laure.advielle@acuitis.com;csmaule@netvision.net.il; csoptic0@gmail.com";IL;M CLAUDE SAMUEL;M CLAUDE SAMU;Franchise
;SDOAF;SDOAF;001;ACF;ACF;1;1;411800;418800;2019-03-26;;55 AVENUE VICTOR HUGO;75116;PARIS 16;comptabilite@acuitis.com;FR;SDOA;SDOA;Succursale
;SENSEE;SENS001;001;ACF;ACF;1;1;411000;418000;2021-02-09;;140 BLD HAUSMANN;75008;PARIS;"comptabilite@acuitis.com; g.aitkass@sensee.com";FR;SENSEE LMC;SENSEE;Franchise
;SITE;AF0998;001;ACF;ACF;1;1;411800;418800;2017-11-03;;55 AVE VICTOR HUGO;75116;PARIS 16;michel.lecue@acuitis.com;FR;ACUITIS INTERNET;INTERNET;Succursale
;UNIS000;UNIS001;001;ACF;UNI;1;1;411000;418000;2021-07-22;;61 RUE DE L ARCADE;75008;PARIS;"comptabilite@acuitis.com; direction@unisson.com; s.cesbron@arthex-ec.fr; msebilot@beausoleil.fr";FR;GROUPE BRP;GROUPE BRP;Franchise
;UNIS001;UNIS001;001;ACF;UNI;1;1;411000;418000;2019-05-02;MR PRADEL;61 RUE DE L'ARCADE (FOND DE COUR);75008;PARIS;"direction@unisson.com; s.cesbron@arthex-ec.fr; comptabilite@acuitis.com; msebilot@beausoleil.fr";FR;GROUPE BRP - UNISSON PARIS;GROUPE BRP;Franchise
;UNIS002;UNIS002;001;ACF;UNI;1;1;411000;418000;2019-06-07;;3 COURS CHARLEMAGNE;69002;LYON;"comptabilite@acuitis.com; s.cesbron@arthex-ec.fr; direction@unisson.com; msebilot@beausoleil.fr";FR;UNISSON LYON;UNISSON LYON;Franchise
;UNIS003;UNIS001;001;ACF;UNI;1;1;411000;418000;2020-09-24;MR PRADEL;CAP VAR, 148 AV GUYNEMER;6700;SAINT LAURENT DU VAR;"direction@unisson.com; s.cesbron@arthex-ec.fr; comptabilite@acuitis.com; msebilot@beausoleil.fr";FR;GROUPE BRP - UNISSON NICE;GROUPE BRP;Franchise
;UNIS004;UNIS001;001;ACF;UNI;1;1;411000;418000;2021-02-15;MR PRADEL;28 ALLÉES D'ORLÉANS;33000;BORDEAUX;"direction@unisson.com; s.cesbron@arthex-ec.fr; comptabilite@acuitis.com; msebilot@beausoleil.fr";FR;GROUPE BRP - UNISSON BORDEAUX;GROUPE BRP;Franchise
;UNIS005;UNIS001;001;ACF;UNI;1;1;411000;418000;2021-04-28;;9 11 RUE LEON TRULIN;59000;LILLE;"direction@unisson.com; s.cesbron@arthex-ec.fr; comptabilite@acuitis.com; msebilot@beausoleil.fr";FR;UNISSON LILLE;UNISSON LILLE;Franchise
;UNIS006;UNIS001;001;ACF;UNI;1;1;411000;418000;2022-06-01;;1 RUE GABRIEL PERI;31000;TOULOUSE;"direction@unisson.com; s.cesbron@arthex-ec.fr; comptabilite@acuitis.com; msebilot@beausoleil.fr";FR;UNISSON TOULOUSE;UNISSON TOULO;Franchise
